user_id,target_role,skill_name,user_score,required_score,gap_percentage,importance_weight,months_to_master,learning_intensity
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Soil Health,43,80,37,5,6.2,HIGH
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Crop Science,18,85,67,3,6.7,HIGH
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Irrigation Systems,45,62,17,5,2.8,LOW
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Pest Control,18,72,54,5,9.0,HIGH
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Data Analysis,90,71,-19,3,0.0,ACHIEVED
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Precision Agriculture,10,66,56,4,7.5,HIGH
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,IoT Sensors,97,78,-19,1,0.0,ACHIEVED
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Farm Management,53,60,7,4,1.0,LOW
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Python,17,88,71,4,9.5,HIGH
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,Machine Learning,2,63,61,2,4.1,MEDIUM
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,SQL,92,82,-10,2,0.0,ACHIEVED
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,React,26,72,46,3,4.6,MEDIUM
9a54d8e5-6fec-428f-be1f-3a9553561164,Software Engineer,FastAPI,35,60,25,1,1.0,LOW
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Soil Health,48,71,23,2,1.5,LOW
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Crop Science,89,77,-12,4,0.0,ACHIEVED
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Irrigation Systems,38,90,52,3,5.2,MEDIUM
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Pest Control,57,69,12,2,1.0,LOW
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Data Analysis,40,86,46,5,7.7,HIGH
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Precision Agriculture,78,63,-15,4,0.0,ACHIEVED
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,IoT Sensors,74,70,-4,3,0.0,ACHIEVED
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Farm Management,49,72,23,1,1.0,LOW
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Python,37,81,44,2,2.9,LOW
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,Machine Learning,88,88,0,3,0.0,ACHIEVED
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,SQL,8,65,57,2,3.8,MEDIUM
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,React,60,72,12,1,1.0,LOW
0554566e-60f9-41cf-a22a-971738be49c9,ML Engineer,FastAPI,11,84,73,2,4.9,MEDIUM
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Soil Health,29,60,31,1,1.0,LOW
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Crop Science,28,66,38,1,1.3,LOW
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Irrigation Systems,76,87,11,5,1.8,LOW
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Pest Control,32,63,31,1,1.0,LOW
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Data Analysis,91,80,-11,4,0.0,ACHIEVED
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Precision Agriculture,8,77,69,4,9.2,HIGH
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,IoT Sensors,12,71,59,5,9.8,HIGH
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Farm Management,87,85,-2,5,0.0,ACHIEVED
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Python,50,88,38,4,5.1,MEDIUM
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,Machine Learning,80,74,-6,4,0.0,ACHIEVED
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,SQL,43,67,24,4,3.2,MEDIUM
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,React,16,68,52,3,5.2,MEDIUM
7447c88f-7546-49c0-9ac7-616438d70ae4,Software Engineer,FastAPI,12,75,63,1,2.1,LOW
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Soil Health,0,72,72,4,9.6,HIGH
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Crop Science,34,60,26,2,1.7,LOW
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Irrigation Systems,11,74,63,3,6.3,HIGH
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Pest Control,38,67,29,5,4.8,MEDIUM
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Data Analysis,97,71,-26,5,0.0,ACHIEVED
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Precision Agriculture,76,81,5,1,1.0,LOW
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,IoT Sensors,23,88,65,1,2.2,LOW
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Farm Management,39,61,22,1,1.0,LOW
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Python,53,89,36,1,1.2,LOW
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,Machine Learning,62,66,4,4,1.0,LOW
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,SQL,28,68,40,5,6.7,HIGH
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,React,100,72,-28,1,0.0,ACHIEVED
a04fa935-fa75-4c7f-8747-a2e33b343f2d,Agronomist,FastAPI,32,69,37,3,3.7,MEDIUM
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Soil Health,89,67,-22,2,0.0,ACHIEVED
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Crop Science,92,65,-27,5,0.0,ACHIEVED
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Irrigation Systems,96,86,-10,2,0.0,ACHIEVED
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Pest Control,46,66,20,3,2.0,LOW
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Data Analysis,69,60,-9,4,0.0,ACHIEVED
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Precision Agriculture,90,67,-23,4,0.0,ACHIEVED
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,IoT Sensors,19,68,49,5,8.2,HIGH
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Farm Management,68,62,-6,3,0.0,ACHIEVED
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Python,59,74,15,5,2.5,LOW
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,Machine Learning,36,66,30,4,4.0,MEDIUM
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,SQL,52,72,20,5,3.3,MEDIUM
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,React,18,90,72,1,2.4,LOW
b31570f0-ab31-4188-9b82-c2c85859dd00,Software Engineer,FastAPI,65,70,5,3,1.0,LOW
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Soil Health,66,73,7,1,1.0,LOW
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Crop Science,27,81,54,2,3.6,MEDIUM
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Irrigation Systems,93,65,-28,2,0.0,ACHIEVED
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Pest Control,56,63,7,5,1.2,LOW
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Data Analysis,26,61,35,3,3.5,MEDIUM
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Precision Agriculture,70,87,17,4,2.3,LOW
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,IoT Sensors,77,74,-3,3,0.0,ACHIEVED
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Farm Management,76,63,-13,3,0.0,ACHIEVED
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Python,55,81,26,2,1.7,LOW
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,Machine Learning,36,70,34,5,5.7,MEDIUM
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,SQL,4,62,58,5,9.7,HIGH
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,React,95,89,-6,5,0.0,ACHIEVED
53e81a62-b9da-4549-a6bb-fa78ec940dad,Farm Manager,FastAPI,73,84,11,2,1.0,LOW
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Soil Health,29,63,34,4,4.5,MEDIUM
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Crop Science,55,64,9,5,1.5,LOW
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Irrigation Systems,56,71,15,5,2.5,LOW
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Pest Control,53,88,35,1,1.2,LOW
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Data Analysis,7,66,59,5,9.8,HIGH
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Precision Agriculture,90,72,-18,2,0.0,ACHIEVED
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,IoT Sensors,46,81,35,3,3.5,MEDIUM
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Farm Management,46,70,24,4,3.2,MEDIUM
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Python,69,70,1,2,1.0,LOW
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,Machine Learning,2,66,64,1,2.1,LOW
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,SQL,11,62,51,4,6.8,HIGH
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,React,10,89,79,4,10.5,HIGH
aa9ab27f-a808-4590-9dd7-b67d5e438f5c,Farm Manager,FastAPI,91,89,-2,3,0.0,ACHIEVED
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Soil Health,70,86,16,1,1.0,LOW
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Crop Science,89,61,-28,5,0.0,ACHIEVED
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Irrigation Systems,74,83,9,3,1.0,LOW
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Pest Control,96,85,-11,2,0.0,ACHIEVED
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Data Analysis,52,82,30,2,2.0,LOW
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Precision Agriculture,27,90,63,3,6.3,HIGH
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,IoT Sensors,30,70,40,4,5.3,MEDIUM
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Farm Management,50,89,39,4,5.2,MEDIUM
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Python,43,64,21,5,3.5,MEDIUM
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,Machine Learning,59,73,14,3,1.4,LOW
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,SQL,81,89,8,4,1.1,LOW
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,React,20,69,49,3,4.9,MEDIUM
fd60ba51-4093-48e8-89e2-26bd8a481d8f,Software Engineer,FastAPI,57,62,5,4,1.0,LOW
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Soil Health,90,79,-11,4,0.0,ACHIEVED
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Crop Science,26,71,45,3,4.5,MEDIUM
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Irrigation Systems,91,60,-31,2,0.0,ACHIEVED
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Pest Control,10,70,60,2,4.0,MEDIUM
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Data Analysis,72,84,12,4,1.6,LOW
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Precision Agriculture,100,65,-35,1,0.0,ACHIEVED
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,IoT Sensors,37,70,33,1,1.1,LOW
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Farm Management,11,67,56,3,5.6,MEDIUM
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Python,37,89,52,5,8.7,HIGH
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,Machine Learning,83,75,-8,1,0.0,ACHIEVED
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,SQL,53,82,29,5,4.8,MEDIUM
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,React,96,71,-25,5,0.0,ACHIEVED
be5bd393-b998-49e7-bb15-08dd0dad8f0a,Data Scientist,FastAPI,12,69,57,5,9.5,HIGH
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Soil Health,83,66,-17,3,0.0,ACHIEVED
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Crop Science,52,78,26,4,3.5,MEDIUM
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Irrigation Systems,82,68,-14,2,0.0,ACHIEVED
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Pest Control,77,62,-15,1,0.0,ACHIEVED
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Data Analysis,91,89,-2,5,0.0,ACHIEVED
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Precision Agriculture,25,67,42,2,2.8,LOW
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,IoT Sensors,42,82,40,5,6.7,HIGH
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Farm Management,7,74,67,3,6.7,HIGH
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Python,24,82,58,4,7.7,HIGH
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,Machine Learning,8,60,52,5,8.7,HIGH
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,SQL,57,66,9,1,1.0,LOW
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,React,38,75,37,5,6.2,HIGH
7fc5d184-ac97-42b8-9785-b975d15f9f76,Farm Manager,FastAPI,32,77,45,4,6.0,MEDIUM
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Soil Health,66,74,8,4,1.1,LOW
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Crop Science,49,75,26,3,2.6,LOW
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Irrigation Systems,20,60,40,5,6.7,HIGH
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Pest Control,18,90,72,3,7.2,HIGH
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Data Analysis,95,60,-35,2,0.0,ACHIEVED
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Precision Agriculture,49,85,36,4,4.8,MEDIUM
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,IoT Sensors,84,85,1,5,1.0,LOW
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Farm Management,77,90,13,4,1.7,LOW
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Python,36,86,50,2,3.3,MEDIUM
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,Machine Learning,0,88,88,5,14.7,HIGH
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,SQL,100,80,-20,4,0.0,ACHIEVED
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,React,0,86,86,4,11.5,HIGH
9b3bc764-9f34-43d1-afd0-616a7d31fd44,Software Engineer,FastAPI,99,89,-10,2,0.0,ACHIEVED
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Soil Health,6,89,83,1,2.8,LOW
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Crop Science,53,85,32,3,3.2,MEDIUM
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Irrigation Systems,75,77,2,2,1.0,LOW
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Pest Control,11,68,57,3,5.7,MEDIUM
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Data Analysis,7,66,59,3,5.9,MEDIUM
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Precision Agriculture,38,70,32,2,2.1,LOW
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,IoT Sensors,50,80,30,2,2.0,LOW
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Farm Management,76,71,-5,1,0.0,ACHIEVED
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Python,77,83,6,4,1.0,LOW
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,Machine Learning,38,75,37,4,4.9,MEDIUM
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,SQL,33,89,56,1,1.9,LOW
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,React,65,61,-4,3,0.0,ACHIEVED
ab90a63b-28ae-470c-8a84-bc918c9968d6,Agronomist,FastAPI,64,75,11,5,1.8,LOW
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Soil Health,85,69,-16,3,0.0,ACHIEVED
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Crop Science,88,74,-14,1,0.0,ACHIEVED
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Irrigation Systems,95,90,-5,2,0.0,ACHIEVED
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Pest Control,10,87,77,1,2.6,LOW
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Data Analysis,52,89,37,4,4.9,MEDIUM
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Precision Agriculture,21,72,51,1,1.7,LOW
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,IoT Sensors,49,85,36,4,4.8,MEDIUM
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Farm Management,51,82,31,1,1.0,LOW
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Python,5,66,61,1,2.0,LOW
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,Machine Learning,89,69,-20,3,0.0,ACHIEVED
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,SQL,8,89,81,5,13.5,HIGH
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,React,27,70,43,2,2.9,LOW
d44405b0-28a0-4844-a09b-77153f4e00c8,ML Engineer,FastAPI,41,90,49,5,8.2,HIGH
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Soil Health,54,77,23,2,1.5,LOW
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Crop Science,32,67,35,1,1.2,LOW
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Irrigation Systems,39,76,37,3,3.7,MEDIUM
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Pest Control,10,87,77,5,12.8,HIGH
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Data Analysis,31,78,47,4,6.3,HIGH
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Precision Agriculture,66,64,-2,1,0.0,ACHIEVED
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,IoT Sensors,40,62,22,4,2.9,LOW
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Farm Management,16,72,56,3,5.6,MEDIUM
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Python,32,73,41,2,2.7,LOW
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,Machine Learning,1,84,83,4,11.1,HIGH
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,SQL,3,78,75,2,5.0,MEDIUM
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,React,62,66,4,4,1.0,LOW
ec51ab3c-88b8-411d-8657-bc006ab038e6,ML Engineer,FastAPI,77,64,-13,1,0.0,ACHIEVED
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Soil Health,61,73,12,5,2.0,LOW
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Crop Science,89,83,-6,1,0.0,ACHIEVED
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Irrigation Systems,34,69,35,3,3.5,MEDIUM
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Pest Control,13,81,68,4,9.1,HIGH
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Data Analysis,0,88,88,5,14.7,HIGH
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Precision Agriculture,16,82,66,3,6.6,HIGH
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,IoT Sensors,19,88,69,1,2.3,LOW
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Farm Management,89,73,-16,5,0.0,ACHIEVED
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Python,79,76,-3,3,0.0,ACHIEVED
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,Machine Learning,98,67,-31,4,0.0,ACHIEVED
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,SQL,24,83,59,5,9.8,HIGH
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,React,61,76,15,5,2.5,LOW
cb1c3e3e-e914-41bc-aee5-9a839bf5cb6e,Data Scientist,FastAPI,67,82,15,4,2.0,LOW
1edf55dd-256b-4c8a-9b1e-4e92c1583dc9,Agronomist,Soil Health,44,90,46,3,4.6,MEDIUM
1edf55dd-256b-4c8a-9b1e-4e92c1583dc9,Agronomist,Crop Science,28,90,62,2,4.1,MEDIUM
1edf55dd-256b-4c8a-9b1e-4e92c1583dc9,Agronomist,Irrigation Systems,70,75,5,4,1.0,LOW
1edf55dd-256b-4c8a-9b1e-4e92c1583dc9,Agronomist,Pest Control,18,64,46,4,6.1,HIGH
1edf55dd-256b-4c8a-9b1e-4e92c1583dc9,Agronomist,Data Analysis,52,83,31,1,1.0,LOW
